Passenger 1 ID,Passenger 2 ID,Number of flights together,From,To
2129,2182,4,2017-01-09,2017-01-17
2135,2165,4,2017-01-09,2017-01-17
2141,2182,4,2017-01-09,2017-01-17
2150,2172,4,2017-01-09,2017-02-17
2155,2168,4,2017-01-09,2017-01-17
2175,3421,3,2017-01-23,2017-01-31
2202,2215,3,2017-01-09,2017-01-22
2203,2270,3,2017-01-09,2017-01-22
2211,2285,3,2017-01-09,2017-01-22
2213,2229,3,2017-01-09,2017-01-22
2214,2216,3,2017-01-09,2017-01-22
2214,2258,3,2017-01-09,2017-01-22
2216,2237,4,2017-01-09,2017-02-28
2221,2272,3,2017-01-09,2017-01-28
2221,3578,5,2017-01-28,2017-02-23
2222,3589,4,2017-01-28,2017-02-21
2233,4473,3,2017-02-10,2017-02-17
2237,2277,3,2017-01-09,2017-01-22
2252,2269,3,2017-01-09,2017-01-22
2256,2292,3,2017-01-09,2017-01-22
2265,2269,3,2017-01-09,2017-01-22
2273,2441,4,2017-02-13,2017-02-26
2315,2935,3,2017-02-13,2017-02-21
2315,3509,3,2017-02-13,2017-02-21
2400,2869,3,2017-01-22,2017-02-15
2406,2492,4,2017-01-09,2017-02-13
2421,2433,3,2017-01-09,2017-02-23
2427,2500,3,2017-01-09,2017-01-29
2432,2440,3,2017-01-09,2017-02-06
2436,2464,4,2017-01-09,2017-02-13
2437,3648,4,2017-01-29,2017-02-21
2443,2462,3,2017-01-09,2017-01-29
2445,2487,3,2017-01-09,2017-02-23
2457,2474,3,2017-01-09,2017-02-06
2531,2547,3,2017-01-10,2017-01-24
2560,3904,3,2017-01-26,2017-02-28
2580,2583,3,2017-01-10,2017-02-17
2629,2679,3,2017-01-10,2017-01-25
2668,3932,3,2017-01-22,2017-02-23
2743,3077,3,2017-02-02,2017-02-20
2752,3046,4,2017-02-02,2017-02-23
2754,4084,3,2017-02-20,2017-02-25
2759,2857,4,2017-02-02,2017-02-10
2780,2790,3,2017-01-10,2017-02-15
2802,2912,4,2017-02-04,2017-02-25
2867,4025,4,2017-02-07,2017-03-01
2910,2985,4,2017-01-10,2017-02-21
2911,2988,6,2017-01-10,2017-02-25
2935,3635,3,2017-02-13,2017-02-21
2965,3620,3,2017-02-13,2017-02-21
2972,4071,3,2017-02-20,2017-02-25
3011,3019,4,2017-01-10,2017-01-24
3101,3152,3,2017-01-11,2017-01-17
3107,3184,3,2017-01-11,2017-01-17
3117,3157,4,2017-01-11,2017-01-24
3122,3461,3,2017-01-23,2017-01-31
3125,3183,3,2017-01-11,2017-01-17
3142,3177,3,2017-01-11,2017-01-17
3142,3197,3,2017-01-11,2017-01-17
3169,3966,3,2017-01-26,2017-02-27
3407,3428,3,2017-01-13,2017-02-19
3435,3468,3,2017-01-13,2017-02-19
3437,3496,3,2017-01-13,2017-02-19
3440,3476,4,2017-01-13,2017-01-29
3505,3520,3,2017-01-15,2017-02-13
3523,3592,3,2017-01-15,2017-02-13
3535,3595,3,2017-01-15,2017-02-13
3539,3568,3,2017-01-15,2017-02-13
3552,3582,5,2017-01-15,2017-02-26
3554,3603,4,2017-02-13,2017-02-26
3571,3671,3,2017-02-13,2017-02-21
3575,3597,3,2017-01-15,2017-02-13
3717,3719,4,2017-01-19,2017-02-19
3748,3794,3,2017-01-19,2017-02-16
3814,3881,3,2017-01-19,2017-02-15
3818,3881,3,2017-01-19,2017-02-15
3828,3867,3,2017-01-19,2017-02-14
3877,3880,3,2017-01-19,2017-02-28
3934,3985,3,2017-01-19,2017-01-31
4006,4014,3,2017-01-20,2017-01-29
4007,4051,4,2017-01-20,2017-02-10
4014,4021,3,2017-01-20,2017-01-29
4029,4364,3,2017-01-31,2017-02-10
4030,4324,3,2017-01-31,2017-02-26
4032,4054,3,2017-01-20,2017-02-20
4035,4346,3,2017-01-31,2017-02-10
4038,4064,3,2017-01-20,2017-01-29
4040,4057,5,2017-01-20,2017-02-25
4068,4335,3,2017-01-28,2017-02-13
4069,4075,4,2017-01-20,2017-02-10
4071,4329,4,2017-01-31,2017-02-25
4072,4377,3,2017-01-31,2017-02-23
4106,4135,3,2017-01-20,2017-02-25
4203,4261,3,2017-01-22,2017-02-24
4215,4239,3,2017-01-22,2017-02-24
4251,4270,3,2017-01-22,2017-02-24
4303,4378,3,2017-01-24,2017-02-06
4328,4356,3,2017-01-24,2017-01-29
4342,4378,3,2017-01-24,2017-01-29
4345,4379,4,2017-01-24,2017-02-20
4355,4370,3,2017-01-24,2017-01-29
4358,4369,3,2017-01-24,2017-01-29
4359,4376,5,2017-01-24,2017-02-25
4403,4425,4,2017-01-29,2017-02-17
4411,4484,3,2017-01-29,2017-02-11
4417,4493,4,2017-01-29,2017-02-26
4449,4484,4,2017-01-29,2017-02-26
4516,4595,4,2017-01-29,2017-02-18
4531,4548,3,2017-01-29,2017-02-15
4556,5358,3,2017-02-14,2017-02-24
4615,4656,3,2017-02-02,2017-02-07
4620,4668,3,2017-02-02,2017-02-07
4620,4695,3,2017-02-02,2017-02-07
4650,4656,3,2017-02-02,2017-02-07
4665,4696,5,2017-02-02,2017-02-28
4668,4670,3,2017-02-02,2017-02-07
4915,4998,3,2017-02-09,2017-02-28
4942,4980,3,2017-02-09,2017-02-28
5106,5161,3,2017-02-12,2017-02-19
5145,5156,4,2017-02-12,2017-02-27
5152,5177,3,2017-02-12,2017-02-19
5166,5182,3,2017-02-12,2017-02-19
5408,5436,3,2017-02-17,2017-03-01
5410,5494,3,2017-02-17,2017-03-01
5448,5464,3,2017-02-17,2017-03-01
5459,5466,3,2017-02-17,2017-03-01
5494,5496,3,2017-02-17,2017-03-01
135,177,3,2017-01-01,2017-01-29
141,2223,4,2017-02-13,2017-02-26
208,280,5,2017-01-01,2017-02-19
211,3123,5,2017-01-13,2017-02-03
221,1095,3,2017-01-23,2017-01-31
239,2185,3,2017-01-15,2017-02-13
256,271,3,2017-01-01,2017-01-17
261,268,3,2017-01-01,2017-01-17
264,1602,3,2017-01-24,2017-02-14
269,275,3,2017-01-01,2017-01-17
272,2105,3,2017-01-20,2017-01-29
275,440,3,2017-01-24,2017-02-03
278,3156,3,2017-01-25,2017-02-10
289,3483,3,2017-01-23,2017-01-31
296,3137,3,2017-01-13,2017-02-01
305,761,3,2017-01-04,2017-01-12
313,752,3,2017-01-04,2017-01-12
313,1031,4,2017-01-03,2017-01-12
314,490,3,2017-01-26,2017-02-28
315,366,5,2017-01-01,2017-01-12
324,704,5,2017-01-04,2017-02-19
340,1234,3,2017-01-05,2017-01-25
342,359,3,2017-01-01,2017-01-22
360,1007,4,2017-01-03,2017-01-12
361,373,3,2017-01-01,2017-01-08
369,1014,5,2017-01-05,2017-02-03
381,733,3,2017-01-04,2017-01-12
381,766,3,2017-01-04,2017-01-12
384,1097,3,2017-01-03,2017-02-26
391,3063,3,2017-01-22,2017-01-30
395,731,3,2017-01-04,2017-01-12
403,1232,3,2017-01-21,2017-01-30
427,2568,3,2017-01-24,2017-02-03
429,432,3,2017-01-01,2017-01-24
437,692,3,2017-01-21,2017-02-04
437,1432,4,2017-02-02,2017-02-10
457,473,3,2017-01-01,2017-02-19
550,592,3,2017-01-02,2017-01-20
554,592,3,2017-01-02,2017-01-20
601,3955,3,2017-01-26,2017-02-28
606,657,3,2017-01-02,2017-01-17
607,684,3,2017-01-02,2017-01-17
622,682,3,2017-01-02,2017-01-17
627,680,3,2017-01-02,2017-01-17
631,3230,3,2017-02-06,2017-02-27
641,3479,4,2017-01-23,2017-02-23
649,2123,3,2017-01-20,2017-01-29
655,2152,3,2017-01-20,2017-01-29
667,694,3,2017-01-02,2017-01-17
681,2570,3,2017-01-24,2017-02-03
681,2586,3,2017-01-24,2017-02-03
692,698,3,2017-01-02,2017-01-17
692,3120,4,2017-01-13,2017-02-02
703,1043,3,2017-01-04,2017-01-12
709,1038,3,2017-01-04,2017-01-12
710,780,3,2017-01-02,2017-01-08
712,747,5,2017-01-02,2017-01-12
716,1035,3,2017-01-04,2017-01-12
719,730,5,2017-01-02,2017-01-12
719,762,5,2017-01-02,2017-01-12
729,755,5,2017-01-02,2017-01-12
730,1031,4,2017-01-04,2017-01-17
733,1031,4,2017-01-04,2017-01-17
733,3477,3,2017-01-17,2017-01-29
738,794,3,2017-01-02,2017-01-08
740,761,6,2017-01-02,2017-01-17
740,1053,7,2017-01-04,2017-01-31
744,782,3,2017-01-02,2017-01-08
746,3444,4,2017-01-17,2017-01-31
752,793,5,2017-01-02,2017-01-12
753,782,3,2017-01-02,2017-01-08
755,1028,3,2017-02-15,2017-02-26
760,3413,4,2017-01-17,2017-01-31
762,773,5,2017-01-02,2017-01-12
766,773,5,2017-01-02,2017-01-12
773,797,5,2017-01-02,2017-01-12
773,5124,3,2017-02-17,2017-02-26
777,784,3,2017-01-02,2017-01-08
780,798,3,2017-01-02,2017-01-08
784,794,3,2017-01-02,2017-01-08
791,1057,4,2017-01-04,2017-01-17
802,874,6,2017-01-02,2017-02-23
802,3428,3,2017-02-17,2017-02-23
810,851,3,2017-01-02,2017-01-27
812,874,3,2017-01-02,2017-01-27
813,847,3,2017-01-02,2017-01-27
827,867,4,2017-01-02,2017-02-17
833,850,4,2017-01-02,2017-02-16
839,3776,3,2017-01-27,2017-02-19
913,1248,3,2017-02-04,2017-02-10
913,2759,3,2017-02-04,2017-02-10
915,1444,3,2017-02-04,2017-02-10
930,4388,4,2017-02-07,2017-03-01
937,986,3,2017-01-02,2017-01-25
945,2911,5,2017-01-25,2017-02-25
946,1028,3,2017-02-15,2017-02-26
951,961,5,2017-01-02,2017-02-10
977,3537,3,2017-02-13,2017-02-21
1014,3931,3,2017-01-22,2017-02-03
1020,1086,3,2017-01-02,2017-01-08
1021,1045,5,2017-01-02,2017-01-12
1031,1043,5,2017-01-02,2017-01-12
1043,5145,3,2017-02-17,2017-02-27
1045,1051,5,2017-01-02,2017-01-12
1049,1054,3,2017-01-02,2017-01-22
1056,1089,3,2017-01-02,2017-02-23
1074,2941,3,2017-02-04,2017-02-10
1095,3195,3,2017-01-23,2017-01-31
1206,1245,3,2017-01-03,2017-01-10
1208,1616,3,2017-01-21,2017-02-15
1217,1299,3,2017-01-03,2017-01-10
1235,1273,3,2017-01-03,2017-01-10
1248,1337,3,2017-02-04,2017-02-10
1287,2545,3,2017-01-26,2017-02-28
1293,2573,3,2017-01-24,2017-02-03
1298,2563,3,2017-01-24,2017-02-03
1309,2295,3,2017-02-13,2017-02-21
1330,2441,3,2017-02-13,2017-02-21
1332,4376,3,2017-02-20,2017-02-25
1337,4011,4,2017-02-07,2017-03-01
1343,2910,3,2017-02-13,2017-02-21
1358,3671,3,2017-02-13,2017-02-21
1367,1391,6,2017-01-03,2017-02-26
1367,4090,3,2017-02-07,2017-02-26
1369,4002,3,2017-02-07,2017-02-26
1406,1813,3,2017-02-02,2017-02-20
1415,1463,4,2017-01-04,2017-02-13
1437,1447,4,2017-01-04,2017-02-24
1445,1727,3,2017-02-15,2017-03-01
1456,1848,4,2017-01-20,2017-02-28
1463,1836,3,2017-01-20,2017-02-13
1482,4364,4,2017-02-07,2017-03-01
1521,1587,3,2017-01-07,2017-02-28
1544,3169,3,2017-01-26,2017-02-27
1569,3908,3,2017-01-22,2017-02-03
1569,3931,3,2017-01-22,2017-02-03
1587,3924,3,2017-01-22,2017-02-03
1670,1829,3,2017-02-02,2017-02-20
1673,1693,4,2017-01-07,2017-02-03
1836,1877,4,2017-01-08,2017-02-13
1884,4656,3,2017-02-07,2017-02-28
1901,1929,3,2017-01-08,2017-01-14
1903,2145,3,2017-02-06,2017-02-27
1905,1951,4,2017-01-08,2017-02-06
1908,1965,3,2017-01-08,2017-01-14
1909,1970,3,2017-01-08,2017-01-14
1910,1959,3,2017-01-08,2017-01-14
1919,1966,3,2017-01-08,2017-01-14
1921,1937,3,2017-01-08,2017-01-14
1923,1944,3,2017-01-08,2017-01-14
1925,1948,3,2017-01-08,2017-01-14
1925,1991,3,2017-01-08,2017-01-14
1926,1933,3,2017-01-08,2017-01-14
1929,1989,3,2017-01-08,2017-01-14
1936,1964,3,2017-01-08,2017-01-14
1937,1970,3,2017-01-08,2017-01-14
1938,1944,3,2017-01-08,2017-01-14
1938,1992,3,2017-01-08,2017-01-14
1941,1974,4,2017-01-08,2017-02-13
1943,1956,3,2017-01-08,2017-01-14
1943,1982,3,2017-01-08,2017-01-14
1944,1947,3,2017-01-08,2017-01-14
1944,1990,3,2017-01-08,2017-01-14
1956,1973,4,2017-01-08,2017-02-13
1959,1962,3,2017-01-08,2017-01-14
1965,1994,3,2017-01-08,2017-01-14
1970,1985,3,2017-01-08,2017-01-14
1979,1995,3,2017-01-08,2017-01-14
1990,1996,3,2017-01-08,2017-01-14
2031,2042,3,2017-01-09,2017-01-29
2068,2072,3,2017-01-09,2017-01-29
2103,2170,3,2017-01-09,2017-01-25
2115,2181,4,2017-01-09,2017-01-17
2116,2188,4,2017-01-09,2017-01-17
2119,2145,4,2017-01-09,2017-01-17
2137,2160,4,2017-01-09,2017-01-17
2146,2175,3,2017-01-09,2017-01-20
2148,2165,4,2017-01-09,2017-01-17
2150,2166,3,2017-01-09,2017-01-25
2152,2178,6,2017-01-09,2017-01-31
2155,2188,4,2017-01-09,2017-01-17
2171,2184,3,2017-01-09,2017-01-25
2173,2182,4,2017-01-09,2017-01-17
2175,3174,3,2017-01-20,2017-01-29
2186,3174,3,2017-01-20,2017-01-29
2201,2285,3,2017-01-09,2017-01-22
2202,2237,3,2017-01-09,2017-01-22
2202,2238,4,2017-01-09,2017-02-27
2208,2255,3,2017-01-09,2017-01-28
2211,2237,3,2017-01-09,2017-01-22
2213,2234,3,2017-01-09,2017-01-22
2215,2257,3,2017-01-09,2017-01-22
2221,2935,3,2017-02-13,2017-02-21
2225,2291,4,2017-01-09,2017-02-13
2229,2265,3,2017-01-09,2017-01-22
2233,3553,4,2017-01-22,2017-02-28
2236,2334,4,2017-02-13,2017-02-26
2245,2289,3,2017-01-09,2017-01-22
2246,3524,4,2017-01-22,2017-02-17
2251,2257,3,2017-01-09,2017-01-22
2255,3536,5,2017-01-28,2017-02-23
2256,2278,3,2017-01-09,2017-01-22
2273,3586,3,2017-01-28,2017-02-15
2277,2285,4,2017-01-09,2017-02-10
2279,2935,4,2017-02-13,2017-02-26
2284,3675,3,2017-02-13,2017-02-21
2293,2325,3,2017-02-13,2017-02-21
2295,3540,5,2017-01-28,2017-02-26
2318,2363,3,2017-01-09,2017-02-06
2325,3675,5,2017-01-29,2017-02-23
2329,2391,3,2017-01-09,2017-01-24
2334,3554,4,2017-02-13,2017-02-26
2381,2392,3,2017-01-09,2017-02-06
2405,2496,3,2017-01-09,2017-01-29
2417,2436,3,2017-01-09,2017-01-29
2418,2419,3,2017-01-09,2017-02-06
2422,2466,3,2017-01-09,2017-02-23
2427,2430,3,2017-01-09,2017-01-29
2427,3681,4,2017-01-29,2017-02-21
2432,2472,3,2017-01-09,2017-02-06
2437,2460,3,2017-01-09,2017-01-29
2437,2498,7,2017-01-09,2017-02-23
2454,2484,3,2017-01-09,2017-01-29
2462,2469,4,2017-01-09,2017-02-13
2479,2495,3,2017-01-09,2017-02-23
2509,4617,3,2017-02-04,2017-02-27
2524,4685,3,2017-02-04,2017-02-13
2531,3924,4,2017-01-26,2017-02-11
2536,2544,3,2017-01-10,2017-01-24
2545,2600,5,2017-01-10,2017-02-03
2551,2586,3,2017-01-10,2017-01-24
2570,2576,5,2017-01-10,2017-02-03
2626,2628,3,2017-01-10,2017-01-25
2672,2676,3,2017-01-10,2017-02-23
2713,2791,3,2017-01-10,2017-02-18
2717,4025,4,2017-02-07,2017-03-01
2759,4353,4,2017-02-07,2017-03-01
2776,2939,3,2017-02-04,2017-02-10
2793,4690,3,2017-02-07,2017-02-28
2905,4344,3,2017-02-20,2017-02-25
2924,3679,3,2017-02-13,2017-02-21
2930,2937,3,2017-01-10,2017-02-15
2939,4011,4,2017-02-07,2017-03-01
2939,4042,4,2017-02-07,2017-03-01
2960,2992,3,2017-01-10,2017-02-25
3015,3065,3,2017-01-10,2017-01-22
3104,3199,4,2017-01-11,2017-01-24
3118,3161,3,2017-01-11,2017-01-17
3131,3187,3,2017-01-11,2017-02-19
3145,3162,3,2017-01-11,2017-01-17
3146,3173,3,2017-01-11,2017-01-17
3167,3402,3,2017-01-23,2017-01-31
3279,4317,3,2017-02-06,2017-02-23
3360,3399,5,2017-01-13,2017-02-23
3404,3488,4,2017-01-13,2017-02-28
3437,3464,3,2017-01-13,2017-02-19
3486,5126,3,2017-02-17,2017-02-23
3507,3515,3,2017-01-15,2017-02-13
3523,3580,3,2017-01-15,2017-02-13
3565,4460,3,2017-02-10,2017-02-26
3632,3644,3,2017-01-15,2017-02-27
3775,3782,3,2017-01-19,2017-02-16
3802,4534,3,2017-02-02,2017-02-27
3815,3867,4,2017-01-19,2017-02-18
3932,3959,4,2017-01-19,2017-02-23
3968,3994,4,2017-01-19,2017-02-23
4011,4399,5,2017-01-31,2017-03-01
4016,4080,7,2017-01-20,2017-03-01
4022,4340,4,2017-01-31,2017-02-25
4050,4079,3,2017-01-20,2017-02-20
4052,4380,3,2017-01-31,2017-02-10
4088,4387,4,2017-01-31,2017-02-26
4157,4171,4,2017-01-20,2017-03-01
4203,4239,3,2017-01-22,2017-02-24
4203,4260,3,2017-01-22,2017-02-24
4283,4284,3,2017-01-22,2017-02-24
4307,4362,3,2017-01-24,2017-01-31
4308,4360,3,2017-01-24,2017-01-29
4347,4370,4,2017-01-24,2017-02-13
4349,4382,3,2017-01-24,2017-02-20
4356,4374,3,2017-01-24,2017-01-29
4358,4381,3,2017-01-24,2017-01-29
4366,4381,3,2017-01-24,2017-01-29
4401,4414,4,2017-01-29,2017-02-26
4407,4496,4,2017-01-29,2017-02-17
4420,4467,3,2017-01-29,2017-02-11
4425,4452,4,2017-01-29,2017-02-17
4465,4475,4,2017-01-29,2017-02-26
4473,4499,4,2017-01-29,2017-02-17
4531,4590,4,2017-01-29,2017-02-27
4556,5310,3,2017-02-14,2017-02-24
4564,4569,4,2017-01-29,2017-02-27
4633,4673,3,2017-02-02,2017-02-07
4661,4675,3,2017-02-02,2017-02-07
4673,4686,3,2017-02-02,2017-02-07
4946,4977,3,2017-02-09,2017-02-28
5069,5098,3,2017-02-12,2017-02-24
5119,5160,3,2017-02-12,2017-02-19
5127,5164,3,2017-02-12,2017-02-19
5310,5333,4,2017-02-13,2017-02-24
5311,5343,3,2017-02-13,2017-02-27
5311,5366,3,2017-02-13,2017-02-27
5315,5367,3,2017-02-13,2017-02-18
5328,5372,3,2017-02-13,2017-02-27
5330,5343,3,2017-02-13,2017-02-27
5414,5419,3,2017-02-17,2017-03-01
5432,5451,3,2017-02-17,2017-03-01
5440,5446,3,2017-02-17,2017-03-01
5456,5496,3,2017-02-17,2017-03-01
5456,5500,3,2017-02-17,2017-03-01
5463,5491,3,2017-02-17,2017-03-01
61,72,3,2017-01-01,2017-02-06
64,3093,3,2017-01-22,2017-02-15
130,3603,4,2017-01-29,2017-02-21
134,139,3,2017-01-01,2017-02-06
141,1347,4,2017-02-13,2017-02-26
210,610,3,2017-01-13,2017-01-21
218,3490,3,2017-01-23,2017-01-31
231,242,3,2017-01-01,2017-01-17
232,266,3,2017-01-01,2017-01-17
239,689,3,2017-01-15,2017-02-13
240,2127,3,2017-01-25,2017-02-10
246,716,3,2017-01-23,2017-01-31
247,3490,3,2017-01-23,2017-01-31
248,1293,4,2017-01-24,2017-02-28
255,1269,3,2017-01-26,2017-02-10
256,627,3,2017-01-13,2017-02-01
278,2138,3,2017-01-25,2017-02-10
290,673,3,2017-01-20,2017-01-29
292,3188,4,2017-01-20,2017-01-31
292,3444,3,2017-01-23,2017-01-31
295,1023,3,2017-01-23,2017-01-31
305,773,3,2017-01-04,2017-01-12
308,716,3,2017-01-04,2017-01-12
308,731,6,2017-01-04,2017-02-27
309,5156,3,2017-02-17,2017-02-27
316,770,3,2017-01-08,2017-02-10
324,1038,4,2017-01-03,2017-01-12
328,1038,4,2017-01-03,2017-01-12
328,3467,3,2017-01-17,2017-02-28
331,2514,3,2017-01-24,2017-02-03
355,731,3,2017-01-04,2017-01-12
361,365,3,2017-01-01,2017-01-08
361,372,3,2017-01-01,2017-01-08
364,392,6,2017-01-01,2017-01-17
368,781,3,2017-01-04,2017-01-12
373,390,3,2017-01-01,2017-01-08
381,772,3,2017-01-04,2017-01-12
385,766,3,2017-01-04,2017-01-12
392,1053,5,2017-01-03,2017-01-17
395,758,3,2017-01-04,2017-01-12
405,1087,3,2017-01-21,2017-02-02
407,2776,4,2017-02-02,2017-02-10
415,2576,3,2017-01-24,2017-02-03
446,2792,3,2017-02-07,2017-02-28
456,2870,3,2017-01-24,2017-02-15
554,1167,3,2017-01-20,2017-02-25
578,595,3,2017-01-02,2017-01-20
605,645,4,2017-01-02,2017-01-21
609,2106,3,2017-01-20,2017-01-29
611,3192,5,2017-01-13,2017-01-31
618,620,5,2017-01-02,2017-02-19
631,663,3,2017-01-02,2017-01-17
646,2592,3,2017-01-21,2017-02-17
659,677,4,2017-01-02,2017-01-21
665,3145,3,2017-01-13,2017-01-21
672,2158,3,2017-01-15,2017-03-01
673,1056,4,2017-01-23,2017-02-23
673,2152,3,2017-01-20,2017-01-29
702,723,3,2017-01-02,2017-01-08
702,765,3,2017-01-02,2017-01-08
714,754,5,2017-01-02,2017-02-10
715,784,3,2017-01-02,2017-01-08
721,786,6,2017-01-02,2017-02-17
725,742,3,2017-01-02,2017-01-08
725,777,4,2017-01-02,2017-02-15
726,766,5,2017-01-02,2017-01-12
733,3439,3,2017-01-17,2017-01-29
734,768,5,2017-01-02,2017-01-12
742,783,3,2017-01-02,2017-01-08
745,788,3,2017-01-02,2017-01-08
751,3444,4,2017-01-17,2017-01-31
762,795,5,2017-01-02,2017-01-12
764,786,5,2017-01-02,2017-01-12
766,786,5,2017-01-02,2017-01-12
778,792,5,2017-01-02,2017-01-12
778,5172,3,2017-02-17,2017-02-27
801,847,3,2017-01-02,2017-01-27
806,868,3,2017-01-02,2017-01-27
810,837,3,2017-01-02,2017-01-27
822,897,3,2017-01-02,2017-01-27
823,3486,3,2017-02-17,2017-02-23
833,3776,3,2017-01-27,2017-02-19
837,881,4,2017-01-02,2017-02-16
838,839,3,2017-01-02,2017-01-27
845,850,4,2017-01-02,2017-02-16
851,3770,3,2017-01-27,2017-02-19
888,891,3,2017-01-02,2017-01-27
901,1464,3,2017-02-04,2017-02-10
905,1315,5,2017-01-25,2017-02-25
913,2968,4,2017-01-25,2017-02-10
915,2906,4,2017-01-25,2017-02-10
917,999,3,2017-01-02,2017-01-25
920,3509,3,2017-02-13,2017-02-21
941,2255,4,2017-02-13,2017-02-23
945,2912,5,2017-01-25,2017-02-25
972,2236,3,2017-02-13,2017-02-21
972,3589,3,2017-02-13,2017-02-21
977,1321,4,2017-02-13,2017-02-23
988,2405,3,2017-02-13,2017-02-21
993,2752,3,2017-02-04,2017-02-23
1007,1072,5,2017-01-02,2017-01-12
1015,1086,3,2017-01-02,2017-01-08
1023,2153,3,2017-01-23,2017-01-31
1025,3455,3,2017-02-17,2017-02-23
1028,3698,3,2017-02-15,2017-02-26
1044,1073,5,2017-01-02,2017-01-12
1063,1507,3,2017-01-13,2017-01-31
1074,1464,4,2017-02-02,2017-02-10
1213,1224,3,2017-01-03,2017-01-22
1220,4534,3,2017-02-02,2017-02-27
1243,3104,5,2017-01-24,2017-02-11
1250,3087,3,2017-01-22,2017-02-15
1309,2273,3,2017-02-13,2017-02-21
1313,3639,4,2017-02-13,2017-02-23
1315,4057,3,2017-02-20,2017-02-25
1321,3678,4,2017-02-13,2017-02-23
1330,2255,4,2017-02-13,2017-02-23
1332,4398,3,2017-02-20,2017-02-25
1337,1377,3,2017-01-03,2017-02-04
1352,1378,3,2017-01-03,2017-01-25
1359,1368,3,2017-01-03,2017-01-25
1367,2969,4,2017-01-25,2017-02-10
1370,1422,3,2017-02-04,2017-02-10
1387,2467,4,2017-02-13,2017-02-23
1391,2857,3,2017-02-04,2017-02-10
1394,2906,4,2017-01-25,2017-02-10
1398,3648,4,2017-02-13,2017-02-26
1405,1891,3,2017-01-20,2017-02-27
1424,1446,3,2017-01-04,2017-01-20
1429,1470,3,2017-01-04,2017-02-15
1464,2857,4,2017-02-02,2017-02-10
1489,1821,3,2017-01-20,2017-02-13
1515,1536,3,2017-01-07,2017-02-23
1542,1553,3,2017-01-07,2017-01-22
1576,3906,3,2017-01-22,2017-02-03
1602,3831,3,2017-02-02,2017-02-18
1659,4657,3,2017-02-04,2017-02-13
1659,4672,3,2017-02-04,2017-02-13
1722,4178,3,2017-02-05,2017-02-18
1750,1799,3,2017-01-08,2017-02-12
1807,2774,3,2017-01-20,2017-02-13
1808,1865,5,2017-01-08,2017-02-28
1813,1818,3,2017-01-08,2017-02-04
1818,1888,3,2017-01-08,2017-02-04
1822,1870,3,2017-01-08,2017-02-18
1837,4376,3,2017-02-20,2017-02-25
1846,1875,3,2017-01-08,2017-02-26
1877,2701,3,2017-01-20,2017-02-13
1884,2705,3,2017-01-20,2017-02-27
1904,1925,3,2017-01-08,2017-01-14
1905,1980,3,2017-01-08,2017-01-14
1908,1982,3,2017-01-08,2017-01-14
1911,1924,3,2017-01-08,2017-01-14
1912,1976,3,2017-01-08,2017-01-14
1912,1982,3,2017-01-08,2017-01-14
1915,1968,3,2017-01-08,2017-01-14
1918,1976,6,2017-01-08,2017-02-27
1922,1967,4,2017-01-08,2017-02-13
1923,1963,3,2017-01-08,2017-01-14
1923,1979,3,2017-01-08,2017-01-14
1923,3329,3,2017-02-06,2017-02-23
1925,1949,3,2017-01-08,2017-01-14
1927,1944,3,2017-01-08,2017-01-14
1929,1946,3,2017-01-08,2017-01-14
1933,1995,3,2017-01-08,2017-01-14
1937,1957,3,2017-01-08,2017-01-14
1938,1960,4,2017-01-08,2017-02-13
1944,1976,3,2017-01-08,2017-01-14
1945,1947,3,2017-01-08,2017-01-14
1946,1966,3,2017-01-08,2017-01-14
1946,3321,3,2017-02-06,2017-02-27
1963,1966,3,2017-01-08,2017-01-14
1968,1973,3,2017-01-08,2017-01-14
1969,1973,3,2017-01-08,2017-01-14
1978,1994,3,2017-01-08,2017-01-14
1984,4091,3,2017-02-06,2017-02-27
2072,2328,3,2017-01-10,2017-02-13
2109,2189,4,2017-01-09,2017-01-17
2115,2169,5,2017-01-09,2017-02-13
2128,2178,3,2017-01-09,2017-01-20
2132,2151,4,2017-01-09,2017-02-19
2153,2159,3,2017-01-09,2017-01-20
2155,2181,4,2017-01-09,2017-01-17
2155,3113,3,2017-01-15,2017-02-13
2162,2181,4,2017-01-09,2017-01-17
2191,2193,4,2017-01-09,2017-02-26
2212,3540,5,2017-01-28,2017-02-26
2222,3567,3,2017-01-28,2017-02-15
2232,2299,3,2017-01-09,2017-01-22
2233,2280,3,2017-01-09,2017-01-22
2239,2241,3,2017-01-09,2017-01-28
2239,2268,3,2017-01-09,2017-01-28
2243,4411,3,2017-02-10,2017-02-17
2248,2299,5,2017-01-09,2017-02-11
2249,2290,4,2017-01-09,2017-02-13
2255,2261,3,2017-01-09,2017-01-28
2412,2429,3,2017-01-09,2017-01-29
2417,2469,3,2017-01-09,2017-01-29
2439,2487,3,2017-01-09,2017-02-23
2455,2483,3,2017-01-09,2017-02-23
2458,2965,3,2017-02-13,2017-02-21
2458,3624,4,2017-01-29,2017-02-21
2462,2467,3,2017-01-09,2017-01-29
2498,3589,3,2017-02-13,2017-02-21
2514,2554,4,2017-01-10,2017-02-03
2517,2580,3,2017-01-10,2017-02-17
2521,2528,3,2017-01-10,2017-01-24
2522,2576,5,2017-01-10,2017-02-03
2554,4409,3,2017-02-10,2017-02-17
2565,2586,3,2017-01-10,2017-01-24
